$1980 DeGray Reservoir meteorology                                                    ,,,,,
,,,,,
JDAY,TAIR,TDEW,WIND,PHI,CLOUD
165.75,30.6,15.6,4.5,3.32,0
165.875,25,17.2,2.7,2.97,0
166,22.2,17.2,0,0,0
166.125,21.7,16.7,0,0,0
166.25,19.4,17.2,0,0,0
166.375,27.8,17.2,5.3,4.2,0
166.5,31.7,16.1,6.4,4.02,0
166.625,32.8,16.1,5.7,3.85,0
166.75,31.1,16.7,3.4,3.85,0
166.875,26.1,17.2,3.4,3.32,0
167,23.3,16.7,3,3.67,0
167.125,21.7,16.7,2.7,4.02,0
167.25,21.1,18.3,1.9,3.5,0
167.375,28.3,20,4.5,4.2,0
167.5,32.2,18.9,6.4,3.85,3
167.625,33.9,18.9,5.3,4.02,0
167.75,31.7,18.9,4.5,3.67,2
167.875,26.7,25,0,0,4
168,23.3,20,2.3,3.5,0
168.125,23.9,20.6,4.9,3.85,0
168.25,23.9,21.1,4.5,3.85,0
168.375,28.9,22.8,4.5,4.55,5
168.5,31.7,22.2,2.7,4.2,9
168.625,32.2,22.2,4.5,3.85,10
168.75,22.8,18.9,3.4,0.35,10
168.875,22.8,18.3,2.3,5.94,5
169,21.1,18.3,3,1.05,4
169.125,20,18.9,2.7,1.05,8
169.25,19.4,18.3,2.3,1.22,10
169.375,21.1,17.8,3,0.7,10
169.5,21.7,18.3,1.9,4.37,10
169.625,20,18.9,1.9,0.17,10
169.75,23.9,21.1,2.7,6.29,9
169.875,21.7,20,3.4,6.29,9
170,20.6,19.4,0,0,10
170.125,20,18.9,0,0,10
170.25,20.6,19.4,0,0,8
170.375,24.4,21.7,0,0,7
170.5,28.3,21.1,1.9,1.05,8
170.625,31.7,22.2,1.9,1.22,3
170.75,28.9,22.8,2.7,1.75,7
170.875,25,22.2,1.9,1.57,0
171,23.9,21.1,0,0,4
171.125,22.2,21.1,0,0,3
171.25,22.2,20.6,2.3,1.22,10
171.375,23.3,21.1,1.9,6.29,10
171.5,23.9,21.7,3,5.77,10
171.625,28.9,21.1,2.3,5.77,7
171.75,29.4,20,2.3,2.97,4
171.875,24.4,20.6,0,0,0
172,22.8,20.6,0,0,0
172.125,21.1,20.6,2.3,1.57,10
172.25,22.2,21.1,2.3,0.7,10
172.375,21.1,19.4,2.7,0.7,10
172.5,20.6,16.7,5.3,1.4,10
172.625,21.1,17.2,3,0.52,10
172.75,21.1,17.2,2.7,0.52,10
172.875,19.4,15.6,2.3,0.7,4
173,18.3,15,1.1,0.35,8
173.125,18.9,14.4,0,0,10
173.25,19.4,15,1.9,6.12,10
173.375,23.3,15.6,3.4,1.05,9
173.5,26.7,17.8,1.9,5.59,3
173.625,28.3,19.4,2.7,1.05,8
173.75,27.8,19.4,3,0.87,3
173.875,23.9,19.4,0,0,0
174,20.6,18.9,0,0,0
174.125,19.4,18.9,0,0,0
174.25,19.4,18.3,0,0,5
174.375,27.8,18.9,2.3,2.8,5
174.5,31.1,20,3,4.02,9
174.625,31.1,20,3.4,4.02,10
174.75,28.9,21.1,3,3.85,10
174.875,26.1,21.7,3.4,4.2,10
175,23.9,19.4,1.9,3.67,10
175.125,21.7,19.4,1.1,4.02,8
175.25,20.6,19.4,0,0,0
175.375,26.7,21.1,4.9,4.02,1
175.5,28.9,22.8,1.9,3.85,5
175.625,31.1,23.9,5.3,4.02,7
175.75,30,23.9,3.4,3.67,8
175.875,27.2,23.9,1.9,3.5,8
176,27.2,23.9,3,3.85,6
176.125,26.1,23.9,2.3,4.37,4
176.25,24.4,21.7,1.9,3.15,7
176.375,27.8,25,0,0,9
176.5,29.4,26.7,4.5,2.62,8
176.625,32.2,25.6,3.4,2.62,9
176.75,31.1,25.6,3,2.97,9
176.875,29.4,25.6,2.7,3.15,4
177,27.2,25.6,0,0,4
177.125,25.6,24.4,0,0,7
177.25,25,24.4,1.9,1.57,10
177.375,30.6,25.6,1.9,5.24,5
177.5,32.8,25.6,3,1.57,4
177.625,34.4,25.6,2.7,3.5,6
177.75,33.3,25.6,1.9,3.85,7
177.875,30,25.6,2.7,1.22,9
178,28.3,25.6,1.9,1.22,5
178.125,27.2,25.6,1.9,1.05,6
178.25,26.7,25,2.3,0.87,0
178.375,31.1,25.6,3.4,1.57,6
178.5,35,25.6,4.5,1.92,8
178.625,36.1,25.6,2.7,1.57,8
178.75,33.9,25,3,1.75,8
178.875,29.4,25,2.3,2.1,0
179,27.2,24.4,1.9,1.92,0
179.125,27.2,24.4,1.9,1.57,1
179.25,26.1,23.9,1.1,1.92,3
179.375,31.7,25,3,2.45,0
179.5,34.4,25.6,3.4,3.32,5
179.625,36.7,25.6,3,2.62,6
179.75,34.4,25.6,3,3.32,3
179.875,30,25,2.7,3.15,0
180,28.3,24.4,2.7,2.97,0
180.125,26.7,23.3,3,3.15,0
180.25,26.1,23.9,1.1,3.32,0
180.375,32.2,24.4,3.4,4.02,3
180.5,35.6,24.4,4.9,3.32,7
180.625,37.2,23.9,6.1,3.32,1
180.75,35.6,23.3,4.9,3.67,0
180.875,31.1,23.3,3.4,3.67,0
181,28.9,24.4,4.9,3.67,0
181.125,27.8,24.4,3.4,3.85,0
181.25,27.2,23.9,3,4.2,5
181.375,30,24.4,4.5,3.85,4
181.5,33.9,24.4,2.3,3.85,10
181.625,37.2,24.4,3,5.59,6
181.75,35.6,22.2,2.7,0.52,0
181.875,28.9,21.7,0,0,0
182,24.4,21.7,1.9,4.02,0
182.125,24.4,22.2,0,0,0
182.25,25,22.8,0,0,7
182.375,33.3,24.4,3,4.02,5
182.5,36.7,23.3,4.5,4.02,7
182.625,37.2,23.3,3.4,4.02,6
182.75,35,24.4,5.3,4.02,2
182.875,30,23.9,3.4,3.85,0
183,27.2,23.9,2.3,3.5,0
183.125,26.1,23.9,2.3,4.02,0
183.25,25,23.9,2.7,4.37,0
183.375,32.2,26.1,3.4,4.55,4
183.5,37.2,23.9,3.4,3.67,0
183.625,38.3,22.8,3,4.02,0
183.75,36.7,22.8,4.5,3.5,0
183.875,31.7,23.3,3.8,4.02,0
184,28.9,23.3,3.4,4.2,0
184.125,26.1,22.8,2.3,4.37,0
184.25,24.4,22.8,1.9,3.32,0
184.375,31.7,25,2.3,4.02,0
184.5,37.2,23.9,3,4.9,0
184.625,38.9,22.8,3.8,3.15,0
184.75,36.7,22.8,3.8,3.5,4
184.875,31.7,23.9,3.4,3.15,5
185,30,23.3,2.3,4.37,2
185.125,26.1,23.3,0,0,0
185.25,23.9,22.2,1.9,2.45,1
185.375,32.2,24.4,4.5,3.85,6
185.5,36.7,23.9,3,4.55,7
185.625,37.8,23.3,3,3.15,6
185.75,35.6,24.4,4.5,3.67,2
185.875,31.1,25,3.8,3.32,0
186,29.4,22.8,4.5,3.85,0
186.125,26.7,21.1,3.4,3.85,0
186.25,24.4,21.1,2.3,4.02,0
186.375,30.6,22.2,4.5,4.37,0
186.5,34.4,22.8,2.3,4.2,0
186.625,36.7,22.8,3.4,2.8,0
186.75,33.9,21.7,3.8,3.5,0
186.875,28.9,20.6,3,3.85,0
187,26.7,21.7,2.7,4.02,0
187.125,24.4,21.7,2.3,4.37,0
187.25,24.4,22.2,1.1,4.2,0
187.375,31.7,23.3,4.5,4.37,0
187.5,36.1,22.2,4.5,3.15,3
187.625,37.2,22.8,4.5,3.5,4
187.75,36.1,21.7,3.4,3.15,3
187.875,30.6,22.8,2.3,4.02,0
188,28.3,22.8,3,4.2,0
188.125,26.7,22.8,1.1,4.2,0
188.25,25,22.8,2.3,4.2,0
188.375,33.3,22.8,2.7,4.02,0
188.5,37.2,21.7,3,3.32,3
188.625,38.3,20.6,0,0,5
188.75,36.7,22.2,3.4,3.5,0
188.875,30.6,23.3,2.3,3.32,0
189,28.3,23.3,2.7,4.02,0
189.125,25.6,22.8,0,0,0
189.25,25.6,23.3,0,0,0
189.375,33.3,23.9,3.4,4.55,0
189.5,37.2,22.2,3.4,4.72,3
189.625,38.9,22.2,3.4,4.2,4
189.75,37.2,21.7,4.5,3.85,2
189.875,31.1,22.8,2.3,3.32,0
190,30,23.3,3.4,3.85,0
190.125,27.8,23.3,2.3,4.37,0
190.25,26.7,23.3,2.7,3.85,0
190.375,32.2,23.9,2.3,4.37,0
190.5,37.2,22.8,3.4,3.32,2
190.625,38.9,22.2,2.3,3.15,2
190.75,37.2,20.6,4.5,2.97,0
190.875,31.7,22.8,2.7,3.67,0
191,27.8,22.8,1.9,2.62,0
191.125,26.1,22.8,2.3,4.2,0
191.25,25,23.3,1.9,4.02,0
191.375,33.9,22.8,3.8,4.55,0
191.5,37.8,21.7,4.5,3.67,2
191.625,38.9,21.7,2.7,3.85,3
191.75,36.1,23.3,3.4,3.32,10
191.875,32.2,22.8,2.7,3.32,4
192,30,22.8,2.7,4.2,5
192.125,27.8,22.8,2.3,4.02,0
192.25,25.6,22.2,0,0,0
192.375,33.9,22.8,4.5,4.37,2
192.5,38.9,20.6,3,4.02,4
192.625,40,18.9,2.3,4.72,6
192.75,36.7,18.9,3.4,3.67,7
192.875,31.1,21.7,2.3,4.02,4
193,30,21.1,4.5,4.2,0
193.125,27.2,20,1.1,4.37,0
193.25,25.6,21.1,2.7,4.02,0
193.375,33.3,21.7,4.5,4.2,0
193.5,37.8,18.9,1.9,4.37,0
193.625,40.6,16.7,3.4,3.5,0
193.75,37.8,17.8,3.4,3.32,0
193.875,32.2,18.9,3,3.67,0
194,28.3,19.4,2.7,4.37,0
194.125,25,20,2.3,4.2,3
194.25,25,20.6,2.7,4.2,0
194.375,33.3,21.7,3.4,4.2,0
194.5,38.9,18.3,3,3.67,0
194.625,40.6,19.4,3.8,3.67,0
194.75,38.3,19.4,5.3,3.67,0
194.875,31.7,19.4,3,3.67,0
195,29.4,20.6,1.9,4.02,0
195.125,28.3,21.1,3.4,4.2,0
195.25,26.7,21.1,1.9,4.55,0
195.375,35.6,22.2,2.7,4.55,0
195.5,39.4,18.9,1.1,6.12,0
195.625,42.2,19.4,4.5,2.1,0
195.75,39.4,18.9,3.8,3.67,0
195.875,32.2,18.9,2.3,4.2,0
196,30.6,20,3.4,4.37,0
196.125,27.2,20.6,1.9,4.02,0
196.25,26.1,20.6,0,0,0
196.375,35,20,2.3,4.72,0
196.5,39.4,17.2,2.7,4.9,1
196.625,41.1,18.3,5.3,4.72,0
196.75,39.4,16.7,5.3,3.67,0
196.875,32.8,18.9,3.4,4.02,0
197,30,21.1,2.7,3.85,0
197.125,27.2,21.7,0,0,0
197.25,26.1,21.7,0,0,0
197.375,33.3,22.2,2.7,4.37,0
197.5,38.9,20,3,3.5,0
197.625,41.1,19.4,4.9,4.02,2
197.75,38.9,20.6,3.8,3.32,0
197.875,33.9,20,3.4,4.02,0
198,28.9,20.6,2.3,4.55,0
198.125,25.6,21.1,2.3,4.2,0
198.25,26.1,21.1,1.1,3.5,0
198.375,34.4,21.1,4.5,4.55,0
198.5,38.9,18.9,4.5,3.85,0
198.625,41.1,18.3,3.4,3.85,0
198.75,40,18.3,3.8,3.5,0
198.875,32.8,19.4,3,3.32,0
199,31.1,20,3.4,4.02,0
199.125,28.3,20,2.3,4.2,0
199.25,26.1,21.1,1.9,4.02,10
199.375,32.8,21.1,3.4,4.55,4
199.5,40,18.9,1.9,0.17,0
199.625,38.3,17.8,2.3,5.42,7
199.75,31.1,20,3.4,5.42,10
199.875,28.9,18.9,2.3,0.7,10
200,27.2,19.4,0,0,3
200.125,23.9,20,0,0,0
200.25,23.9,20.6,1.9,4.2,0
200.375,32.2,19.4,2.3,5.94,0
200.5,38.9,19.4,1.1,4.37,0
200.625,42.2,18.3,4.5,3.15,3
200.75,38.9,17.2,2.7,2.1,4
200.875,29.4,18.9,6.4,2.45,2
201,27.2,18.3,2.7,4.9,2
201.125,24.4,19.4,1.1,2.62,2
201.25,23.3,20,0,0,1
201.375,31.1,21.1,3,2.1,0
201.5,35.6,21.1,1.9,3.15,0
201.625,37.8,19.4,1.9,2.27,0
201.75,35,18.9,3.4,2.8,0
201.875,30,22.2,2.7,2.45,0
202,27.8,20,1.1,2.97,0
202.125,25,20.6,0,0,0
202.25,23.3,20.6,0,0,0
202.375,30,21.1,1.9,3.32,0
202.5,34.4,20.6,4.5,1.92,5
202.625,36.7,20,4.9,2.45,3
202.75,34.4,20.6,3,2.1,3
202.875,29.4,21.1,1.9,2.1,0
203,26.7,21.1,2.7,2.62,0
203.125,24.4,21.7,0,0,8
203.25,24.4,22.2,2.7,1.05,10
203.375,26.1,22.2,4.5,1.05,10
203.5,28.3,22.2,4.5,0.7,10
203.625,28.3,21.7,5.7,0.87,8
203.75,26.1,21.7,4.5,0.7,10
203.875,24.4,22.2,2.3,0.35,10
204,23.9,21.7,4.5,6.12,10
204.125,23.3,22.2,3.8,0.17,10
204.25,23.9,21.7,2.7,5.94,8
204.375,27.8,21.7,5.3,0.35,7
204.5,33.3,20.6,4.9,0.7,8
204.625,36.1,16.7,5.3,0.52,5
204.75,32.8,19.4,4.9,1.57,0
204.875,26.7,19.4,1.9,1.05,0
205,23.3,19.4,0,0,0
205.125,23.3,20.6,2.3,0.52,0
205.25,22.2,17.2,2.3,0.35,0
205.375,28.3,16.7,3.8,1.05,0
205.5,32.8,15,4.5,0.7,3
205.625,33.9,15.6,4.5,1.57,1
205.75,31.1,16.1,3,1.57,0
205.875,24.4,17.2,1.9,1.75,0
206,22.2,17.8,0,0,0
206.125,21.7,18.3,2.3,0.87,0
206.25,20.6,17.8,1.9,6.29,0
206.375,27.8,18.3,3.8,1.22,0
206.5,32.8,16.7,4.5,1.75,5
206.625,33.9,16.1,3,1.05,3
206.75,31.7,15.6,4.5,1.92,0
206.875,25.6,16.7,2.7,2.1,0
207,21.1,17.8,0,0,0
207.125,19.4,17.8,0,0,0
207.25,18.9,17.8,0,0,0
207.375,28.3,18.3,2.3,2.1,0
207.5,31.7,16.7,1.9,1.22,2
207.625,35,16.7,3,2.1,1
207.75,33.3,16.1,3.4,2.27,0
207.875,26.7,17.2,2.3,2.8,0
208,25,18.3,0,0,0
208.125,23.3,19.4,0,0,0
208.25,22.2,20,0,0,0
208.375,30.6,20,1.9,4.2,5
208.5,36.1,17.8,4.5,3.85,8
208.625,27.8,22.2,2.7,2.1,7
208.75,27.8,22.8,3.8,5.24,10
208.875,22.2,21.1,4.9,3.85,10
209,22.8,20,1.9,5.07,10
209.125,21.7,20.6,1.1,4.37,5
209.25,22.2,21.1,0,0,8
209.375,26.1,21.1,2.7,3.67,8
209.5,30.6,23.3,5.3,3.15,6
209.625,32.8,22.2,5.3,3.85,3
209.75,27.2,22.2,4.5,1.75,8
209.875,25.6,22.8,1.9,4.02,9
210,23.9,22.8,1.9,4.02,10
210.125,22.8,22.2,1.9,3.15,3
210.25,22.2,22.2,0,0,10
210.375,23.3,23.3,1.9,1.4,10
210.5,31.1,22.8,1.9,1.22,2
210.625,34.4,20,1.9,1.75,2
210.75,32.2,20,3.4,2.8,0
210.875,26.7,21.1,0,0,0
211,23.9,21.1,2.3,4.2,0
211.125,22.2,20,0,0,0
211.25,21.1,19.4,0,0,0
211.375,31.1,25,2.3,3.85,2
211.5,36.1,17.2,3,4.9,5
211.625,38.9,18.3,2.3,3.5,0
211.75,36.1,17.8,4.9,3.85,9
211.875,26.1,21.7,2.7,4.9,9
212,25.6,22.2,2.7,4.37,0
212.125,25,21.7,0,0,0
212.25,23.3,20.6,0,0,0
212.375,32.2,21.1,1.9,5.77,0
212.5,38.9,17.8,3.4,5.42,0
212.625,40,20.6,3.4,2.45,1
212.75,38.3,18.9,2.3,3.15,3
212.875,30,21.7,0,0,2
213,27.8,21.1,1.9,4.2,0
213.125,25,21.1,1.9,4.02,0
213.25,24.4,21.7,2.3,4.37,0
213.375,33.3,22.2,2.3,4.2,0
213.5,38.9,18.9,2.3,6.29,0
213.625,40.6,18.9,3.8,3.15,2
213.75,38.9,18.3,3,3.15,2
213.875,31.7,19.4,2.3,3.85,3
214,27.2,20.6,1.1,2.27,0
214.125,24.4,21.1,1.1,3.15,0
214.25,25,22.2,0,0,7
214.375,31.1,22.8,3.4,4.2,0
214.5,38.3,18.3,2.7,3.67,5
214.625,38.3,18.3,2.7,4.02,5
214.75,36.1,18.3,5.3,3.67,0
214.875,30.6,20,3,2.8,0
215,28.3,21.7,3,3.85,0
215.125,26.1,21.7,3,4.02,0
215.25,23.9,21.7,2.3,3.5,0
215.375,30.6,21.7,5.3,4.2,0
215.5,35.6,20,6.4,4.2,0
215.625,37.2,18.3,6.1,4.02,2
215.75,35,18.9,4.9,3.67,0
215.875,29.4,20.6,4.5,3.32,0
216,28.9,20,3.8,3.67,0
216.125,27.2,20.6,4.9,4.02,5
216.25,26.1,21.1,2.7,3.5,10
216.375,28.3,22.8,6.1,3.85,10
216.5,32.2,23.9,3.8,3.67,10
216.625,34.4,23.3,5.3,4.37,8
216.75,32.8,22.2,3.4,3.85,8
216.875,28.9,22.2,0,0,10
217,27.8,22.8,2.7,3.5,8
217.125,26.7,21.7,3.4,3.85,10
217.25,26.7,21.7,4.5,3.67,10
217.375,28.3,22.8,5.7,3.85,8
217.5,34.4,21.1,5.3,4.2,7
217.625,35,20.6,5.3,3.85,4
217.75,31.7,19.4,2.3,3.15,8
217.875,26.1,21.1,3.4,2.62,2
218,26.1,21.7,3.4,3.15,0
218.125,24.4,22.2,1.9,4.02,0
218.25,23.9,22.2,2.3,4.02,8
218.375,29.4,24.4,5.3,4.02,9
218.5,33.9,22.2,5.7,3.85,7
218.625,36.1,21.7,4.5,3.32,7
218.75,33.9,20.6,5.3,3.15,6
218.875,29.4,22.8,3,3.15,0
219,26.7,22.2,3,3.15,0
219.125,24.4,21.7,0,0,0
219.25,24.4,21.7,1.9,3.85,7
219.375,31.7,22.8,3.4,4.02,6
219.5,37.2,20,3.8,3.15,3
219.625,38.3,19.4,4.5,3.32,3
219.75,36.1,19.4,4.5,2.45,5
219.875,30,22.2,2.7,2.8,0
220,25.6,22.2,2.3,3.15,0
220.125,25,21.7,0,0,0
220.25,23.3,21.7,0,0,0
220.375,32.2,22.2,3,4.72,0
220.5,36.7,21.7,3.4,3.5,1
220.625,38.9,18.3,3.8,2.45,1
220.75,36.1,20.6,3.8,1.92,2
220.875,30.6,22.8,2.3,2.27,0
221,26.7,22.8,0,0,0
221.125,25,22.8,1.9,4.2,0
221.25,25.6,23.3,0,0,0
221.375,32.8,22.8,2.3,4.2,0
221.5,37.8,21.1,4.9,2.27,2
221.625,38.3,21.1,3.4,1.05,3
221.75,36.1,20,4.5,2.27,0
221.875,30,21.1,1.9,2.45,0
222,28.3,22.2,2.3,3.15,0
222.125,25,22.2,0,0,0
222.25,24.4,22.2,0,0,7
222.375,32.8,22.8,0,0,0
222.5,37.2,22.2,1.9,1.05,4
222.625,36.1,21.1,5.3,3.5,4
222.75,31.7,20.6,2.7,3.15,7
222.875,26.7,21.1,0,0,4
223,26.1,22.2,0,0,4
223.125,23.9,22.2,0,0,10
223.25,22.8,21.7,0,0,3
223.375,31.1,22.8,3,4.9,5
223.5,36.1,20.6,3.4,2.62,10
223.625,37.2,20.6,4.5,4.02,10
223.75,35,20.6,4.5,3.5,9
223.875,30.6,20.6,3.8,3.67,4
224,25,20.6,1.9,2.45,0
224.125,25,21.1,1.1,3.15,3
224.25,25,21.1,0,0,8
224.375,31.7,22.2,3,4.55,5
224.5,38.9,18.3,3,3.67,7
224.625,37.8,18.3,5.3,3.5,7
224.75,35.6,18.9,3.4,3.67,10
224.875,30,19.4,2.3,3.15,0
225,27.8,21.7,3.4,4.2,0
225.125,26.1,21.7,2.7,4.2,1
225.25,26.1,20.6,2.3,5.42,6
225.375,31.7,22.2,2.7,1.22,0
225.5,37.8,22.2,3.8,1.92,1
225.625,37.8,21.1,3.8,1.57,8
225.75,33.3,19.4,2.3,0.35,9
225.875,29.4,22.2,1.1,2.45,4
226,28.3,22.8,0,0,0
226.125,25,22.8,1.9,2.45,0
226.25,23.9,22.2,0,0,3
226.375,32.2,22.2,3,3.67,8
226.5,37.2,21.1,1.9,3.32,8
226.625,37.8,20.6,3,2.62,6
226.75,30.6,20.6,4.5,0.87,10
226.875,25.6,21.1,3.4,2.1,4
227,26.1,22.2,1.9,2.27,6
227.125,25,22.2,0,0,0
227.25,25,22.2,1.9,4.37,6
227.375,30.6,23.3,2.7,4.72,0
227.5,35,21.7,3,2.27,3
227.625,33.9,21.1,5.3,2.27,9
227.75,31.7,23.3,4.5,2.62,9
227.875,29.4,21.7,2.7,3.15,2
228,27.2,22.8,2.7,2.8,0
228.125,26.7,22.2,3,4.02,0
228.25,25,22.2,2.3,3.5,7
228.375,31.1,22.2,4.5,3.85,3
228.5,35.6,20.6,4.5,3.85,6
228.625,37.2,20,4.9,3.32,4
228.75,34.4,20,3.4,2.97,6
228.875,30.6,20,2.3,2.62,1
229,29.4,19.4,4.9,3.32,5
229.125,27.2,18.9,3,3.67,0
229.25,24.4,19.4,2.3,4.2,3
229.375,30,22.2,4.5,3.85,3
229.5,33.3,22.2,3.4,4.02,5
229.625,36.7,21.7,5.3,3.67,8
229.75,35,20.6,3,3.85,2
229.875,30.6,20.6,2.7,3.32,0
230,27.2,20,2.7,2.97,2
230.125,26.7,21.1,2.3,3.85,2
230.25,25,21.7,2.3,4.02,0
230.375,31.1,22.2,3.4,3.85,0
230.5,36.7,19.4,3.4,2.8,1
230.625,38.3,16.7,4.5,3.32,0
230.75,36.7,16.7,4.5,3.5,0
230.875,29.4,17.8,2.7,3.15,0
231,26.7,17.8,0,0,0
231.125,26.7,20,2.3,3.67,0
231.25,25,20,2.7,3.85,0
231.375,32.2,21.1,3.4,4.2,0
231.5,37.8,21.7,4.9,3.32,1
231.625,37.8,18.3,4.5,4.02,3
231.75,35.6,17.8,2.7,3.15,2
231.875,30,19.4,2.7,2.97,0
232,27.8,21.1,3.4,2.97,0
232.125,26.7,20.6,2.3,3.85,0
232.25,25.6,20.6,2.7,4.02,0
232.375,31.7,21.7,3,4.37,0
232.5,37.2,20.6,4.5,3.32,4
232.625,38.9,17.8,4.5,3.32,4
232.75,36.7,16.7,3.8,3.85,0
232.875,28.3,18.3,1.1,1.05,0
233,24.4,18.3,1.9,2.27,0
233.125,23.9,18.3,0,0,0
233.25,23.3,18.9,2.3,4.2,0
233.375,31.7,20,3.4,4.55,0
233.5,36.7,19.4,4.5,4.37,3
233.625,38.9,17.8,6.1,4.55,2
233.75,37.2,17.2,3.8,4.02,0
233.875,32.2,16.7,2.7,3.85,0
234,28.3,16.7,2.3,3.85,0
234.125,23.3,17.2,0,0,0
234.25,24.4,18.3,1.9,4.2,0
234.375,33.3,18.3,2.3,0.7,0
234.5,38.3,17.8,2.7,5.42,0
234.625,39.4,15.6,3,5.94,7
234.75,36.1,17.8,2.7,1.92,6
234.875,28.3,16.7,2.3,1.05,0
235,23.9,14.4,2.3,1.05,0
235.125,23.3,11.7,2.3,0.87,0
235.25,23.3,11.7,4.5,0.52,0
235.375,28.9,16.1,5.7,1.05,0
235.5,32.8,15.6,4.5,0.87,0
235.625,35,14.4,2.3,0.52,0
235.75,32.8,12.2,3.4,2.1,0
235.875,25.6,13.9,0,0,0
236,21.7,15.6,0,0,0
236.125,22.2,14.4,2.3,0.87,0
236.25,20.6,14.4,1.9,0.35,0
236.375,27.8,15.6,2.7,1.05,0
236.5,32.2,13.9,3.4,1.75,0
236.625,35,12.8,4.9,1.57,0
236.75,31.7,12.2,4.5,1.92,0
236.875,23.3,15,1.9,0.7,0
237,20,15.6,0,0,0
237.125,18.3,15.6,1.9,1.4,0
237.25,20,16.1,2.3,0.17,0
237.375,27.8,16.7,3.4,1.4,0
237.5,32.8,17.8,2.3,1.05,0
237.625,34.4,18.9,3.8,1.22,0
237.75,32.8,18.9,2.7,2.1,0
237.875,26.1,20,0,0,0
238,24.4,19.4,0,0,0
238.125,20.6,18.9,0,0,0
238.25,21.7,18.9,0,0,4
238.375,30,19.4,0,0,1
238.5,35,16.7,2.3,1.4,3
238.625,38.3,16.7,3.4,2.45,2
238.75,35,16.7,3,2.1,0
238.875,27.2,18.3,1.9,2.1,0
239,25,18.3,1.1,0.35,0
239.125,22.2,18.3,0,0,0
239.25,21.7,18.9,0,0,5
239.375,31.1,18.9,1.9,4.9,3
239.5,36.7,16.7,2.7,4.9,3
239.625,37.8,15.6,3.4,2.27,1
239.75,34.4,16.7,3.4,2.45,4
239.875,27.2,18.3,2.3,2.27,0
240,26.7,17.8,2.7,3.15,3
240.125,24.4,18.9,0,0,7
240.25,22.8,19.4,0,0,5
240.375,30,20.6,1.9,4.02,5
240.5,35,19.4,3.8,2.1,4
240.625,35.6,15.6,4.5,2.45,4
240.75,32.2,16.1,3.4,2.1,5
240.875,27.8,16.7,3,2.8,1
241,23.3,17.2,1.9,3.32,0
241.125,21.7,17.2,2.3,4.37,0
241.25,20,17.2,0,0,8
241.375,26.1,18.3,1.1,3.15,5
241.5,30.6,17.2,2.7,2.1,7
241.625,33.9,17.2,3.4,2.97,5
241.75,31.1,17.2,3.4,2.45,3
241.875,25.6,18.3,1.9,2.27,2
242,22.8,18.9,2.7,2.1,2
242.125,20,18.9,0,0,0
242.25,19.4,18.9,0,0,2
242.375,26.7,20.6,2.7,3.85,0
242.5,32.2,20,1.9,3.15,4
242.625,32.8,20,3.4,0.87,10
242.75,24.4,20,3.4,3.5,6
242.875,22.8,19.4,2.3,3.67,3
243,20.6,19.4,2.3,2.45,0
243.125,20.6,19.4,1.1,2.62,5
243.25,21.1,20,1.9,3.67,3
243.375,25,21.7,3,3.32,6
243.5,31.1,21.1,3.4,3.5,4
243.625,33.9,18.9,4.5,3.32,5
243.75,32.8,18.3,3,3.67,1
243.875,27.2,19.4,2.7,2.97,0
244,24.4,19.4,2.7,2.97,0
244.125,25.6,20,3.8,3.5,0
244.25,22.8,20,2.3,3.15,0
244.375,28.3,21.7,3.4,4.02,8
244.5,32.8,20.6,4.5,4.2,3
244.625,36.7,18.9,6.4,3.85,4
244.75,34.4,18.3,4.5,3.15,4
244.875,27.8,20,2.3,2.97,0
245,27.2,20,3.4,3.15,2
245.125,26.7,20.6,3.4,3.67,0
245.25,23.9,21.1,2.3,3.67,0
245.375,30,22.2,5.3,4.2,3
245.5,34.4,21.1,5.3,4.55,5
245.625,37.2,18.9,5.7,3.32,3
245.75,34.4,17.8,3.4,3.85,2
245.875,28.9,19.4,2.3,3.32,0
246,27.8,20,3,3.15,0
246.125,26.1,20.6,2.7,3.5,0
246.25,25,20.6,1.9,4.02,3
246.375,30.6,21.1,1.9,4.2,6
246.5,31.7,18.9,4.5,5.42,8
246.625,23.9,22.2,1.1,0.35,10
246.75,26.1,23.3,3.4,2.62,8
246.875,23.3,21.1,1.1,1.92,4
247,22.8,20,1.9,1.05,0
247.125,21.1,19.4,0,0,2
247.25,21.1,18.9,1.1,0.87,3
247.375,26.7,21.7,1.9,1.92,2
247.5,32.8,22.2,2.3,2.8,2
247.625,34.4,21.1,4.5,2.27,4
247.75,31.1,20.6,1.9,2.27,8
247.875,27.8,20.6,1.9,1.05,7
248,25.6,20.6,1.9,1.75,0
248.125,23.9,19.4,0,0,0
248.25,21.7,18.9,0,0,3
248.375,29.4,20,3,3.85,2
248.5,33.9,19.4,3,2.8,3
248.625,35.6,18.9,3.8,2.27,3
248.75,32.8,18.9,2.7,1.75,7
248.875,30.6,20,2.3,2.45,1
249,25,19.4,1.9,0.7,0
249.125,23.3,18.9,1.1,1.22,0
249.25,22.8,18.3,2.3,1.05,3
249.375,28.3,20,0,0,0
249.5,35,20,2.7,1.75,2
249.625,36.1,19.4,4.5,1.57,5
249.75,32.8,19.4,3,2.1,6
249.875,27.8,19.4,1.9,2.45,2
250,24.4,18.9,0,0,0
250.125,22.8,18.9,0,0,1
250.25,22.2,18.9,0,0,2
