 JDAY =    50.2077414320865     
QIN(JB):,.470000,.000000,.000000,.000000,
QTR:,.000000,.000000,.000000,
QDT(JB):,.000000,.000000,.000000,.000000,
QWD:,
QSUM(JB):,.000000,.000000,.000000,.000000,
QGT:,
QPI:,
QPU:,
QSP:,

SEG,BRANCH,ACTIVE,KT,WSE,SZ,Z,Q,QC,QERR,H2KT,H1KT,BHR1,BHR2,T1,T2,SUKT,UKT,AVHR,SELWS
334,2,A,9,.543081,-.543089,-.543081,3.118243,3.117848,.012663,.643089,.643081,44.853851,44.856576,18.144026,18.144026,.054350,.054331,.642855,.543089
335,2,A,9,.542630,-.542638,-.542630,3.145375,3.147199,-.057989,.642638,.642630,39.943197,39.945271,18.144831,18.144831,.064207,.064190,.642344,.542638
336,2,A,9,.542059,-.542067,-.542059,3.178469,3.180091,-.051031,.642067,.642059,38.138211,38.140144,18.145739,18.145739,.069426,.069410,.641820,.542067
337,2,A,9,.541580,-.541588,-.541580,3.205647,3.205200,.013945,.641588,.641580,34.692308,34.694055,18.146726,18.146726,.075232,.075211,.641246,.541588
338,2,A,9,.540913,-.540921,-.540913,3.232750,3.232479,.008397,.640921,.640913,51.170483,51.173082,18.148300,18.148300,.052318,.052304,.640771,.540921
339,2,A,9,.540630,-.540638,-.540630,3.283255,3.283160,.002870,.640638,.640630,72.400157,72.403539,18.150085,18.150085,.037553,.037546,.640594,.540638
340,2,A,9,.540558,-.540566,-.540558,3.334089,3.333920,.005063,.640566,.640558,64.946814,64.949641,18.151369,18.151369,.041039,.041030,.640490,.540566
341,2,A,9,.540422,-.540430,-.540422,3.368329,3.367972,.010620,.640430,.640422,43.222492,43.224318,18.152245,18.152245,.059134,.059117,.640221,.540430
342,2,A,9,.540020,-.540028,-.540020,3.389121,3.388717,.011924,.640028,.640020,29.405407,29.406665,18.153013,18.153013,.088358,.088322,.639683,.540028
343,2,A,9,.539346,-.539354,-.539346,3.406313,3.405710,.017695,.639354,.639346,40.205907,40.207777,18.154012,18.154012,.072672,.072660,.638955,.539354
344,2,A,9,.538565,-.538573,-.538565,3.444898,3.444813,.002463,.638573,.638565,48.331703,48.333767,18.155359,18.155359,.061477,.061463,.638516,.538573
345,2,A,9,.538468,-.538475,-.538468,3.468110,3.467640,.013539,.638475,.638468,44.973590,44.975450,18.156424,18.156424,.067474,.067464,.638184,.538475
346,2,A,9,.537900,-.537908,-.537900,3.500911,3.500610,.008618,.637908,.637900,49.384842,49.386933,18.157657,18.157657,.061410,.061397,.637733,.537908
347,2,A,9,.537567,-.537575,-.537567,3.530708,3.530376,.009389,.637575,.637567,40.779500,40.781089,18.158755,18.158755,.073578,.073563,.637349,.537575
348,2,A,9,.537132,-.537140,-.537132,3.548875,3.548283,.016700,.637140,.637132,35.240077,35.241580,18.159877,18.159877,.080839,.080818,.636710,.537140
349,2,A,9,.536288,-.536296,-.536288,3.575751,3.575491,.007266,.636296,.636288,32.882830,32.884256,18.161808,18.161808,.087160,.087120,.636083,.536296
350,2,A,9,.535878,-.535885,-.535878,3.591531,3.591076,.012651,.635885,.635878,51.907785,51.910350,18.166594,18.166594,.057674,.057663,.635656,.535885
351,2,A,9,.535434,-.535442,-.535434,3.652482,3.652438,.001205,.635442,.635434,90.370747,90.375603,18.174509,18.174509,.033001,.032992,.635423,.535442
352,2,A,9,.535412,-.535419,-.535412,3.737025,3.736751,.007326,.635419,.635412,88.551664,88.556630,18.182249,18.182249,.035269,.035260,.635334,.535419
353,2,A,9,.535255,-.535263,-.535255,3.802204,3.801409,.020904,.635263,.635255,55.627008,55.630495,18.193703,18.193703,.058411,.058392,.634885,.535263
354,2,A,9,.534515,-.534522,-.534515,5.562103,5.558706,.061075,.634522,.634515,34.145466,34.147925,18.228432,18.228432,.140492,.140438,.631892,.534522
355,2,A,9,.529269,-.529277,-.529269,5.595959,5.592538,.061122,.629277,.629269,28.221169,28.223248,18.228988,18.228988,.169943,.169867,.625954,.529277
356,2,A,9,.522639,-.522647,-.522639,5.624727,5.621078,.064870,.622647,.622639,22.851089,22.852837,18.229504,18.229504,.208224,.208135,.618177,.522647
357,2,A,9,.513715,-.513725,-.513715,5.649894,5.644971,.087144,.613725,.613715,19.788864,19.790860,18.229904,18.229904,.234757,.234659,.607260,.513725
358,2,A,9,.500805,-.500817,-.500805,5.686144,5.680958,.091208,.600817,.600805,21.518074,21.519795,18.230278,18.230278,.225723,.225641,.594294,.500817
359,2,A,9,.487782,-.487788,-.487782,5.700540,5.696591,.069273,.587788,.587782,27.438474,27.440639,18.230593,18.230593,.187019,.186975,.583939,.487788
360,2,A,9,.480096,-.480107,-.480096,5.748078,5.745918,.037572,.580107,.580096,24.697407,24.699627,18.230882,18.230882,.196930,.196812,.577661,.480107
361,2,A,9,.475225,-.475235,-.475225,5.764751,5.763181,.027239,.575235,.575225,33.006986,33.008677,18.231067,18.231067,.135808,.135742,.574103,.475235
362,2,A,9,.472982,-.472992,-.472982,5.796671,5.796648,.000402,.572992,.572982,44.129641,44.131935,18.231364,18.231364,.104286,.104234,.572966,.472992
363,2,A,9,.472949,-.472959,-.472949,5.833716,5.831999,.029443,.572959,.572949,34.425296,34.427452,18.231573,18.231573,.138943,.138879,.571660,.472959
364,2,A,9,.470372,-.470382,-.470372,5.863755,5.861330,.041343,.570382,.570372,28.563901,28.565982,18.231756,18.231756,.171927,.171844,.568136,.470382
365,2,A,9,.465901,-.465912,-.465901,5.896889,5.894423,.041829,.565912,.565901,32.435820,32.438527,18.231988,18.231988,.151216,.151149,.563945,.465912
366,2,A,9,.461988,-.461999,-.461988,5.944206,5.942541,.028007,.561999,.561988,33.094014,33.096243,18.232334,18.232334,.153874,.153799,.560622,.461999
367,2,A,9,.459256,-.459265,-.459256,5.963226,5.961299,.032313,.559265,.559256,23.091480,23.092639,18.232620,18.232620,.230203,.230125,.556482,.459265
368,2,A,9,.453709,-.453720,-.453709,5.973393,5.977323,-.065794,.553720,.553709,18.662432,18.663874,18.232826,18.232826,.265326,.265195,.548410,.453720
369,2,A,9,.443112,-.443123,-.443112,6.006377,6.004543,.030533,.543123,.543112,26.475657,26.477593,18.233137,18.233137,.177093,.176984,.541467,.443123
370,2,A,9,.439822,-.439832,-.439822,6.036465,6.035414,.017413,.539832,.539822,31.049945,31.051688,18.233660,18.233660,.151781,.151678,.538999,.439832
371,2,A,9,.438175,-.438183,-.438175,6.059311,6.056824,.041033,.538183,.538175,25.154842,25.156771,18.234121,18.234121,.184574,.184446,.535741,.438183
372,2,A,9,.433307,-.433321,-.433307,6.098387,6.093291,.083578,.533321,.533307,17.063362,17.067682,18.234478,18.234478,.265331,.265154,.525008,.433321
373,2,A,9,.416709,-.416749,-.416709,6.190633,6.186432,.067868,.516749,.516709,9.660705,9.662829,18.234730,18.234730,.411839,.411613,.467085,.416749
374,2,A,9,.317462,-.317418,-.317462,6.167610,6.157013,.171815,.417418,.417462,5.514994,5.513611,18.234881,18.234881,.632612,.632641,.374432,.317418
375,2,A,9,.231403,-.231370,-.231403,6.149631,6.144959,.075984,.331370,.331403,4.007696,4.008875,18.235001,18.235001,.842949,.843429,.307275,.231370
376,2,A,9,.183148,-.183336,-.183148,6.193648,6.192389,.020338,.283336,.283148,3.460190,3.463796,18.235071,18.235071,.918686,.920029,.277629,.183336
377,2,A,9,.172110,-.172401,-.172110,6.253534,6.253150,.006141,.272401,.272110,18.131729,18.152530,18.235209,18.235209,.155841,.156231,.271727,.172401
378,2,A,9,.171345,-.171642,-.171345,.000000,.000000,.000000,.271642,.271345,32.705966,32.743518,18.232843,18.232843,.000000,.000000,.271345,.171642
379,3,I,9,2.000000,.000000,.000000,.000000,.000000,.000000,.100000,.100000,.433000,.433000,.000000,.000000,.000000,.000000,.100000,2.000000
380,3,I,9,1.111636,.000000,.000000,.000000,.000000,.005166,.100000,.100000,.323000,.323000,.000000,.000000,.000000,.000000,.100000,1.111636
381,3,I,9,1.071092,.000000,.000000,.000000,.000000,.007522,.100000,1.041142,23.595268,.516500,.000000,.000000,.000000,.000000,1.041142,1.071092
382,3,I,9,.941142,-.150111,-.150111,.000000,.000000,.040772,.100000,.250111,1.849338,.426500,22.800000,22.800000,.000000,.000000,.250111,.941142
383,3,A,9,.150111,-.150111,-.150111,-.000000,-.000000,1.335590,.250111,.250111,2.082905,2.082905,18.235560,18.235560,-.000000,-.000000,.250111,.150111
384,3,A,9,.150111,-.150111,-.150111,-.000001,-.000001,1.180462,.250111,.250111,3.084898,3.084897,18.235560,18.235560,-.000000,-.000000,.250111,.150111
385,3,A,9,.150111,-.150111,-.150111,-.000044,-.000043,.961609,.250111,.250111,4.782983,4.782946,18.235560,18.235560,-.000005,-.000009,.250114,.150111
386,3,A,9,.150116,-.150114,-.150116,-.001133,-.001126,.615339,.250114,.250116,5.021989,5.021652,18.235562,18.235562,-.000161,-.000224,.250164,.150114
387,3,A,9,.150212,-.150192,-.150212,-.008659,-.010157,-17.307064,.250192,.250212,5.407232,5.406884,18.235582,18.235582,-.001358,-.001514,.250165,.150192
388,3,A,9,.150118,-.150116,-.150118,-.010091,-.011559,-14.545530,.250116,.250118,8.191887,8.191836,18.235550,18.235550,-.000886,-.001010,.250115,.150116
389,3,A,9,.150111,-.150111,-.150111,-.010213,-.011673,-14.291084,.250111,.250111,11.023145,11.023141,18.235566,18.235566,-.000614,-.000702,.250111,.150111
390,3,A,9,.150111,-.150111,-.150111,-.010223,-.011683,-14.276102,.250111,.250111,13.370824,13.370824,18.235567,18.235567,-.000466,-.000532,.250111,.150111
391,3,A,9,.150111,-.150111,-.150111,-.010222,-.011682,-14.278240,.250111,.250111,14.162997,14.162998,18.235568,18.235568,-.000413,-.000472,.250111,.150111
392,3,A,9,.150111,-.150111,-.150111,-.010210,-.011670,-14.294367,.250111,.250111,13.641251,13.641251,18.235570,18.235570,-.000433,-.000494,.250111,.150111
393,3,A,9,.150111,-.150111,-.150111,-.010189,-.011670,-14.532147,.250111,.250111,19.156503,19.156502,18.235569,18.235569,-.000312,-.000357,.250111,.150111
394,3,A,9,.150111,-.150111,-.150111,-.010233,-.011692,-14.263775,.250111,.250111,24.875124,24.875124,18.235571,18.235571,-.000230,-.000263,.250111,.150111
395,3,A,9,.150111,-.150111,-.150111,-.010150,-.011661,-14.891708,.250111,.250111,31.099845,31.099844,18.235573,18.235573,-.000170,-.000194,.250111,.150111
396,3,A,9,.150111,-.150111,-.150111,-.010240,-.011710,-14.361667,.250111,.250111,28.722746,28.722746,18.235574,18.235574,-.000178,-.000203,.250111,.150111
397,3,A,9,.150111,-.150111,-.150111,-.010206,-.011665,-14.299286,.250111,.250111,21.059158,21.059159,18.235574,18.235574,-.000265,-.000302,.250111,.150111
398,3,A,9,.150111,-.150111,-.150111,-.010222,-.011681,-14.278670,.250111,.250111,22.546914,22.546914,18.235571,18.235571,-.000257,-.000294,.250111,.150111
399,3,A,9,.150111,-.150111,-.150111,-.010210,-.011669,-14.294408,.250111,.250111,21.771894,21.771894,18.235573,18.235573,-.000271,-.000309,.250111,.150111
400,3,A,9,.150111,-.150111,-.150111,-.010218,-.011678,-14.283053,.250111,.250111,19.963767,19.963767,18.235572,18.235572,-.000293,-.000335,.250111,.150111
401,3,A,9,.150111,-.150111,-.150111,-.010212,-.011671,-14.292054,.250111,.250111,18.546455,18.546455,18.235573,18.235573,-.000316,-.000361,.250111,.150111
402,3,A,9,.150111,-.150111,-.150111,-.010191,-.011650,-14.324049,.250111,.250111,15.658219,15.658225,18.235572,18.235572,-.000370,-.000422,.250110,.150111
403,3,A,9,.150110,-.150110,-.150110,-.010044,-.011503,-14.523719,.250110,.250110,15.948117,15.948113,18.235572,18.235572,-.000386,-.000442,.250111,.150110
404,3,A,9,.150111,-.150111,-.150111,-.010272,-.011766,-14.547601,.250111,.250111,20.223809,20.223803,18.235425,18.235425,-.000327,-.000374,.250111,.150111
405,3,A,9,.150110,-.150111,-.150110,-.010222,-.011682,-14.276109,.250111,.250110,23.255305,23.255308,18.235567,18.235567,-.000293,-.000335,.250111,.150111
406,3,A,9,.150111,-.150111,-.150111,-.010198,-.011665,-14.390318,.250111,.250111,22.090330,22.090335,18.235567,18.235567,-.000309,-.000353,.250110,.150111
407,3,A,9,.150110,-.150110,-.150110,-.010070,-.011529,-14.486913,.250110,.250110,28.248809,28.248802,18.235569,18.235569,-.000232,-.000266,.250111,.150110
408,3,A,9,.150111,-.150111,-.150111,-.010386,-.011875,-14.339881,.250111,.250111,35.217270,35.217265,18.235525,18.235525,-.000191,-.000218,.250111,.150111
409,3,A,9,.150110,-.150110,-.150110,-.010203,-.011685,-14.527297,.250110,.250110,30.653046,30.653053,18.235567,18.235567,-.000225,-.000257,.250111,.150110
410,3,A,9,.150111,-.150111,-.150111,-.010218,-.011678,-14.283386,.250111,.250111,24.827269,24.827270,18.235569,18.235569,-.000269,-.000308,.250111,.150111
411,3,A,9,.150111,-.150111,-.150111,-.010197,-.011656,-14.313739,.250111,.250111,21.496909,21.496913,18.235571,18.235571,-.000306,-.000349,.250110,.150111
412,3,A,9,.150110,-.150110,-.150110,-.010099,-.011558,-14.446656,.250110,.250110,23.528618,23.528613,18.235569,18.235569,-.000273,-.000313,.250111,.150110
413,3,A,9,.150111,-.150111,-.150111,-.010324,-.011810,-14.388651,.250111,.250111,28.075437,28.075439,18.235517,18.235517,-.000231,-.000264,.250111,.150111
414,3,A,9,.150110,-.150110,-.150110,-.010038,-.011494,-14.512886,.250110,.250110,23.193332,23.193335,18.235566,18.235566,-.000294,-.000335,.250111,.150110
415,3,A,9,.150111,-.150111,-.150111,-.010236,-.011715,-14.450428,.250111,.250111,15.063660,15.063654,18.221186,18.221186,-.000479,-.000548,.250111,.150111
416,3,A,9,.150111,-.150111,-.150111,-.010204,-.011679,-14.451397,.250111,.250111,13.307364,13.307366,18.235564,18.235564,-.000530,-.000606,.250111,.150111
417,3,A,9,.150111,-.150111,-.150111,-.010216,-.011675,-14.286632,.250111,.250111,12.997035,12.997035,18.235568,18.235568,-.000520,-.000594,.250111,.150111
418,3,A,9,.150111,-.150111,-.150111,-.010216,-.011676,-14.286394,.250111,.250111,13.312262,13.312264,18.235568,18.235568,-.000504,-.000575,.250111,.150111
419,3,A,9,.150110,-.150111,-.150110,-.010152,-.011623,-14.490409,.250111,.250110,13.240416,13.240414,18.235568,18.235568,-.000510,-.000583,.250111,.150111
420,3,A,9,.150111,-.150111,-.150111,-.010253,-.011730,-14.402290,.250111,.250111,13.872008,13.872006,18.235536,18.235536,-.000479,-.000548,.250111,.150111
421,3,A,9,.150110,-.150111,-.150110,-.010206,-.011679,-14.441104,.250111,.250110,15.282656,15.282660,18.235567,18.235567,-.000431,-.000493,.250110,.150111
422,3,A,9,.150110,-.150111,-.150110,-.010166,-.011625,-14.354299,.250111,.250110,15.696622,15.696620,18.235570,18.235570,-.000400,-.000458,.250111,.150111
423,3,A,9,.150111,-.150111,-.150111,-.010247,-.011735,-14.515953,.250111,.250111,14.071190,14.071188,18.235537,18.235537,-.000448,-.000512,.250111,.150111
424,3,A,9,.150110,-.150110,-.150110,-.010214,-.011673,-14.288534,.250110,.250110,11.465216,11.465218,18.235569,18.235569,-.000571,-.000653,.250111,.150110
425,3,A,9,.150111,-.150111,-.150111,-.010211,-.011671,-14.293297,.250111,.250111,9.984314,9.984315,18.235568,18.235568,-.000688,-.000786,.250111,.150111
426,3,A,9,.150111,-.150111,-.150111,-.010178,-.011637,-14.340751,.250111,.250111,9.923375,9.923388,18.235566,18.235566,-.000728,-.000831,.250110,.150111
427,3,A,9,.150109,-.150110,-.150109,-.009835,-.011276,-14.654525,.250110,.250109,10.418388,10.418375,18.234955,18.234955,-.000682,-.000777,.250111,.150110
428,3,A,9,.150113,-.150112,-.150113,-.010440,-.012019,-15.125959,.250112,.250113,9.389894,9.389880,18.172949,18.172949,-.000807,-.000928,.250111,.150112
429,3,A,9,.150109,-.150110,-.150109,-.010236,-.011695,-14.259105,.250110,.250109,7.132088,7.132100,18.234885,18.234885,-.000990,-.001132,.250110,.150110
430,3,A,9,.150111,-.150111,-.150111,-.010213,-.011673,-14.291803,.250111,.250111,5.658041,5.658041,18.235559,18.235559,-.001220,-.001394,.250111,.150111
431,3,A,9,.150111,-.150111,-.150111,-.010213,-.011672,-14.291987,.250111,.250111,5.234211,5.234211,18.235562,18.235562,-.001309,-.001496,.250111,.150111
432,3,A,9,.150111,-.150111,-.150111,-.010215,-.011675,-14.288531,.250111,.250111,5.320843,5.320843,18.235562,18.235562,-.001289,-.001473,.250111,.150111
433,3,A,9,.150111,-.150111,-.150111,-.010217,-.011676,-14.286673,.250111,.250111,5.357644,5.357644,18.235562,18.235562,-.001318,-.001506,.250111,.150111
434,3,A,9,.150111,-.150111,-.150111,-.010214,-.011673,-14.290652,.250111,.250111,4.715903,4.715903,18.235562,18.235562,-.001533,-.001752,.250111,.150111
435,3,A,9,.150111,-.150111,-.150111,-.010209,-.011669,-14.296503,.250111,.250111,3.999036,3.999036,18.235562,18.235562,-.001792,-.002048,.250111,.150111
436,3,A,9,.150111,-.150111,-.150111,-.010216,-.011676,-14.286573,.250111,.250111,4.629111,4.629111,18.235562,18.235562,-.001558,-.001781,.250111,.150111
437,3,A,9,.150111,-.150111,-.150111,-.010215,-.011675,-14.288757,.250111,.250111,4.419433,4.419433,18.235562,18.235562,-.001609,-.001839,.250111,.150111
438,3,A,9,.150111,-.150111,-.150111,-.010211,-.011671,-14.294101,.250111,.250111,3.735293,3.735293,18.235562,18.235562,-.001862,-.002128,.250111,.150111
439,3,A,9,.150111,-.150111,-.150111,-.010213,-.011673,-14.291426,.250111,.250111,3.841293,3.841293,18.235563,18.235563,-.001799,-.002056,.250111,.150111
440,3,A,9,.150111,-.150111,-.150111,-.010215,-.011674,-14.289294,.250111,.250111,4.041404,4.041403,18.235562,18.235562,-.001712,-.001957,.250111,.150111
441,3,A,9,.150111,-.150111,-.150111,-.010216,-.011675,-14.288114,.250111,.250111,4.051381,4.051381,18.235562,18.235562,-.001724,-.001971,.250111,.150111
442,3,A,9,.150111,-.150111,-.150111,-.010211,-.011670,-14.294817,.250111,.250111,3.581403,3.581403,18.235562,18.235562,-.001955,-.002234,.250111,.150111
443,3,A,9,.150111,-.150111,-.150111,-.010214,-.011673,-14.290322,.250111,.250111,3.800157,3.800157,18.235562,18.235562,-.001872,-.002140,.250111,.150111
444,3,A,9,.150111,-.150111,-.150111,-.010213,-.011673,-14.290976,.250111,.250111,4.055080,4.055080,18.235562,18.235562,-.001842,-.002105,.250111,.150111
445,3,A,9,.150111,-.150111,-.150111,-.010216,-.011676,-14.286390,.250111,.250111,4.702589,4.702589,18.235562,18.235562,-.001805,-.002063,.250111,.150111
446,3,A,9,.150111,-.150111,-.150111,-.010217,-.011677,-14.284397,.250111,.250111,4.439265,4.439265,18.235561,18.235561,-.001997,-.002283,.250111,.150111
447,3,A,9,.150111,-.150111,-.150111,-.010212,-.011671,-14.291778,.250111,.250111,2.946382,2.946383,18.235562,18.235562,-.002843,-.003249,.250111,.150111
448,3,A,9,.150111,-.150111,-.150111,-.010206,-.011665,-14.300670,.250111,.250111,2.060841,2.060841,18.235562,18.235562,-.003847,-.004396,.250111,.150111
449,3,A,9,.150111,-.150111,-.150111,-.010206,-.011666,-14.300021,.250111,.250111,1.875463,1.875463,18.235562,18.235562,-.004070,-.004651,.250111,.150111
450,3,A,9,.150111,-.150111,-.150111,-.010210,-.011669,-14.295391,.250111,.250111,2.183864,2.183864,18.235561,18.235561,-.003498,-.003997,.250111,.150111
451,3,A,9,.150111,-.150111,-.150111,-.010207,-.011667,-14.298702,.250111,.250111,2.492330,2.492333,18.235558,18.235558,-.003128,-.003574,.250110,.150111
452,3,A,9,.150109,-.150110,-.150109,-.010127,-.011582,-14.363005,.250110,.250109,2.489610,2.489608,18.234866,18.234866,-.003191,-.003644,.250111,.150110
453,3,A,9,.150113,-.150112,-.150113,-.010278,-.011742,-14.244991,.250112,.250113,2.232883,2.232880,18.173963,18.173963,-.003642,-.004164,.250111,.150112
454,3,A,9,.150109,-.150110,-.150109,-.010174,-.011672,-14.724220,.250110,.250109,2.375682,2.375688,18.234811,18.234811,-.003361,-.003846,.250109,.150110
455,3,A,9,.150109,-.150110,-.150109,-.010128,-.011582,-14.360476,.250110,.250109,2.455796,2.455793,18.234791,18.234791,-.003340,-.003815,.250112,.150110
456,3,A,9,.150114,-.150113,-.150114,-.010297,-.011762,-14.224284,.250113,.250114,2.439561,2.439558,18.172419,18.172419,-.003523,-.004029,.250112,.150113
457,3,A,9,.150109,-.150110,-.150109,-.010219,-.011678,-14.283736,.250110,.250109,1.949292,1.949298,18.234793,18.234793,-.004427,-.005060,.250109,.150110
458,3,A,9,.150108,-.150109,-.150108,-.010127,-.011586,-14.407415,.250109,.250108,.972572,.972592,18.232699,18.232699,-.009807,-.011186,.250099,.150109
459,3,A,9,.150090,-.150097,-.150090,-.009656,-.011077,-14.719271,.250097,.250090,1.124305,1.124336,18.209464,18.209464,-.008409,-.009538,.250104,.150097
460,3,A,9,.150118,-.150121,-.150118,-.009133,-.010679,-16.925585,.250121,.250118,1.852626,1.854788,17.184408,17.184408,-.005383,-.005764,.249714,.150121
461,3,A,9,.149310,-.149662,-.149310,.055161,.053804,2.458791,.249662,.249310,1.479921,1.496042,18.224005,18.224005,.022218,.036356,.237983,.149662
462,3,A,9,.126656,-.131163,-.126656,.474533,.472931,.337521,.231163,.226656,5.800352,5.945379,18.235404,18.235404,.083053,.081535,.228909,.131163
463,3,A,9,.131163,-.136115,-.131163,.000000,.000000,.000000,.236115,.231163,10.755437,11.017550,18.235415,18.235415,.000000,.000000,.231163,.136115
464,4,I,9,2.000000,-.535093,-.535085,.000000,.000000,.000000,.635093,.635085,61.651912,61.653341,22.800000,22.800000,.000000,.000000,.635085,2.000000
465,4,A,9,.535085,-.535093,-.535085,.021422,.021422,-.000169,.635093,.635085,106.411378,106.413682,18.355218,18.355218,.000185,.000186,.635085,.535093
466,4,A,9,.535085,-.535093,-.535085,.069118,.069118,.000502,.635093,.635085,167.197266,167.200717,18.355234,18.355234,.000383,.000383,.635085,.535093
467,4,A,9,.535085,-.535092,-.535085,.124956,.124955,.000416,.635092,.635085,181.234016,181.237586,18.355269,18.355269,.000655,.000655,.635085,.535092
468,4,A,9,.535084,-.535092,-.535084,.176240,.176238,.001123,.635092,.635084,146.523825,146.526976,18.355329,18.355329,.001166,.001166,.635084,.535092
469,4,A,9,.535083,-.535091,-.535083,.219480,.219479,.000764,.635091,.635083,153.224860,153.229174,18.355435,18.355435,.001403,.001403,.635083,.535091
470,4,A,9,.535083,-.535090,-.535083,.305652,.305652,.000200,.635090,.635083,193.660834,193.666170,18.355554,18.355554,.001545,.001546,.635082,.535090
471,4,A,9,.535082,-.535090,-.535082,.379560,.379558,.000589,.635090,.635082,179.396857,179.401385,18.355666,18.355666,.002058,.002058,.635082,.535090
472,4,A,9,.535081,-.535089,-.535081,.441488,.441487,.000192,.635089,.635081,194.949702,194.954179,18.355801,18.355801,.002183,.002183,.635081,.535089
473,4,A,9,.535081,-.535089,-.535081,.513852,.513853,-.000178,.635089,.635081,200.602279,200.607082,18.355934,18.355934,.002484,.002484,.635081,.535089
474,4,A,9,.535081,-.535089,-.535081,.585559,.585555,.000636,.635089,.635081,155.499499,155.504759,18.356069,18.356069,.003680,.003680,.635080,.535089
475,4,A,9,.535079,-.535087,-.535079,.671678,.671670,.001169,.635087,.635079,137.855460,137.861400,18.356247,18.356247,.004745,.004745,.635077,.535087
476,4,A,9,.535076,-.535084,-.535076,.763749,.763746,.000386,.635084,.635076,170.040660,170.046967,18.356450,18.356450,.004354,.004354,.635075,.535084
477,4,A,9,.535074,-.535082,-.535074,.860898,.860897,.000086,.635082,.635074,182.772420,182.779539,18.356611,18.356611,.004580,.004580,.635074,.535082
478,4,A,9,.535074,-.535082,-.535074,.977351,.977335,.001641,.635082,.635074,144.550899,144.558462,18.356744,18.356744,.006610,.006610,.635071,.535082
479,4,A,9,.535067,-.535075,-.535067,1.087802,1.087770,.002972,.635075,.635067,115.099304,115.106115,18.356892,18.356892,.009289,.009288,.635059,.535075
480,4,A,9,.535050,-.535058,-.535050,1.181712,1.181674,.003139,.635058,.635050,105.520552,105.526465,18.357064,18.357064,.011097,.011097,.635039,.535058
481,4,A,9,.535029,-.535036,-.535029,1.265204,1.265164,.003143,.635036,.635029,98.431296,98.436589,18.357240,18.357240,.012743,.012742,.635016,.535036
482,4,A,9,.535004,-.535012,-.535004,1.340539,1.340471,.005021,.635012,.635004,77.965855,77.970512,18.357414,18.357414,.017009,.017008,.634978,.535012
483,4,A,9,.534952,-.534959,-.534952,1.405005,1.404883,.008672,.634959,.634952,58.353241,58.357002,18.357618,18.357618,.023796,.023795,.634888,.534959
484,4,A,9,.534825,-.534833,-.534825,1.453425,1.453291,.009155,.634833,.634825,46.310377,46.313372,18.357914,18.357914,.030932,.030930,.634739,.534833
485,4,A,9,.534652,-.534660,-.534652,1.494758,1.494747,.000747,.634660,.634652,158.215007,158.222411,18.358381,18.358381,.009250,.009249,.634650,.534660
486,4,A,9,.534647,-.534655,-.534647,1.675410,1.675422,-.000709,.634655,.634647,170.364560,170.371970,18.358551,18.358551,.009644,.009642,.634649,.534655
487,4,A,9,.534651,-.534659,-.534651,1.717034,1.717042,-.000458,.634659,.634651,51.078646,51.081365,18.358580,18.358580,.032531,.032525,.634583,.534659
488,4,A,9,.534515,-.534522,-.534515,.000000,.000000,.000000,.634522,.634515,38.529561,38.532224,18.228432,18.228432,.000000,.000000,.634515,.534522
